@RELATION demanda_productos

@ATTRIBUTE cantidadVendidaMes NUMERIC
@ATTRIBUTE stockActual NUMERIC
@ATTRIBUTE precioUnitario NUMERIC
@ATTRIBUTE categoria STRING
@ATTRIBUTE mesVenta {ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE}
@ATTRIBUTE frecuenciaReposicion NUMERIC
@ATTRIBUTE tienePromocion {false,true}
@ATTRIBUTE demanda {ALTA,MEDIA,BAJA}

@DATA
125,62,1.81,'ALIMENTOS',OCTUBRE,2,true,ALTA
104,20,70.02,'ELECTRONICA',JULIO,6,true,ALTA
23,35,6.26,'ALIMENTOS',NOVIEMBRE,1,true,BAJA
43,86,1.81,'MODA',DICIEMBRE,1,false,MEDIA
119,89,45.86,'MODA',JUNIO,5,false,ALTA
78,14,35.31,'ALIMENTOS',JULIO,3,false,ALTA
76,99,12.26,'ELECTRONICA',FEBRERO,2,false,MEDIA
52,66,77.61,'MODA',ENERO,2,false,ALTA
63,67,143.2,'MODA',MAYO,6,false,MEDIA
143,93,59.51,'ALIMENTOS',FEBRERO,3,false,ALTA
57,100,58.3,'HOGAR',ABRIL,4,false,MEDIA
81,55,32.15,'DEPORTES',ENERO,0,false,ALTA
128,7,24.07,'DEPORTES',NOVIEMBRE,8,false,ALTA
49,30,48.09,'MODA',MAYO,6,false,MEDIA
89,72,36.25,'DEPORTES',JUNIO,4,true,ALTA
43,97,77.28,'ALIMENTOS',JUNIO,9,true,MEDIA
26,6,37.88,'ELECTRONICA',DICIEMBRE,10,true,BAJA
102,48,126.52,'ALIMENTOS',NOVIEMBRE,3,true,ALTA
27,48,70.32,'DEPORTES',SEPTIEMBRE,0,false,BAJA
131,95,105.03,'ELECTRONICA',NOVIEMBRE,0,true,ALTA
128,26,56.7,'DEPORTES',MARZO,9,true,ALTA
33,41,64.54,'HOGAR',MARZO,1,false,MEDIA
96,21,75.71,'MODA',SEPTIEMBRE,6,true,ALTA
50,91,96.73,'DEPORTES',FEBRERO,5,false,MEDIA
139,16,92.09,'ELECTRONICA',FEBRERO,4,false,MEDIA
97,64,93.68,'MODA',DICIEMBRE,8,false,ALTA
66,49,23.29,'ELECTRONICA',ENERO,1,true,MEDIA
23,21,114.31,'HOGAR',OCTUBRE,6,false,BAJA
149,21,16.55,'DEPORTES',ABRIL,2,true,MEDIA
106,37,23.45,'ALIMENTOS',AGOSTO,8,true,ALTA
130,99,45.7,'MODA',OCTUBRE,6,false,ALTA
28,53,44.64,'ALIMENTOS',FEBRERO,3,false,BAJA
116,15,104.51,'MODA',ABRIL,7,true,ALTA
70,61,25.63,'DEPORTES',NOVIEMBRE,7,false,MEDIA
143,27,84.38,'ELECTRONICA',OCTUBRE,1,false,ALTA
150,67,137.54,'HOGAR',MAYO,8,true,ALTA
141,86,32.65,'HOGAR',NOVIEMBRE,1,false,ALTA
138,75,33.61,'HOGAR',FEBRERO,8,true,ALTA
81,90,40.91,'MODA',JUNIO,1,true,BAJA
6,7,59.69,'ALIMENTOS',MAYO,5,true,BAJA
76,22,121.62,'MODA',DICIEMBRE,9,true,ALTA
55,69,129.6,'HOGAR',ENERO,10,true,MEDIA
22,45,67.31,'MODA',FEBRERO,0,false,BAJA
9,96,90.91,'ELECTRONICA',NOVIEMBRE,0,false,BAJA
24,65,114.28,'DEPORTES',SEPTIEMBRE,5,false,BAJA
127,71,109.9,'DEPORTES',NOVIEMBRE,1,true,ALTA
131,32,54.32,'DEPORTES',JULIO,1,false,ALTA
112,93,129.3,'MODA',JUNIO,10,true,MEDIA
88,40,47.21,'MODA',SEPTIEMBRE,2,false,ALTA
138,42,15.68,'DEPORTES',JULIO,5,true,ALTA
144,71,97.33,'HOGAR',ENERO,5,true,ALTA
58,34,55.91,'ELECTRONICA',ABRIL,4,false,ALTA
16,89,82.62,'DEPORTES',JUNIO,9,true,BAJA
44,18,16.74,'ALIMENTOS',SEPTIEMBRE,4,true,MEDIA
133,85,30.63,'ALIMENTOS',NOVIEMBRE,3,true,ALTA
100,10,149.94,'HOGAR',OCTUBRE,10,false,ALTA
55,66,103.66,'ELECTRONICA',ENERO,9,true,BAJA
117,62,18.91,'ALIMENTOS',ABRIL,8,true,ALTA
121,79,22.41,'ALIMENTOS',OCTUBRE,8,false,ALTA
31,59,102.94,'ALIMENTOS',MAYO,10,true,MEDIA
143,71,137.21,'ELECTRONICA',ABRIL,7,true,ALTA
63,92,6.04,'ELECTRONICA',OCTUBRE,7,true,BAJA
137,67,24.65,'DEPORTES',JUNIO,1,true,ALTA
135,45,133.73,'MODA',OCTUBRE,2,true,ALTA
142,13,62.32,'ELECTRONICA',OCTUBRE,3,false,ALTA
41,9,121.82,'HOGAR',DICIEMBRE,4,false,MEDIA
42,94,3.41,'ALIMENTOS',NOVIEMBRE,0,true,MEDIA
113,86,76.16,'MODA',FEBRERO,10,true,ALTA
105,74,30.85,'ALIMENTOS',AGOSTO,4,true,ALTA
61,55,107.63,'DEPORTES',ABRIL,9,true,MEDIA
56,61,106.86,'ELECTRONICA',ABRIL,0,true,MEDIA
77,70,45.23,'ELECTRONICA',NOVIEMBRE,6,true,ALTA
134,19,43.96,'HOGAR',JULIO,6,false,ALTA
135,7,15.74,'HOGAR',FEBRERO,2,true,ALTA
2,39,61.65,'ALIMENTOS',JUNIO,3,false,BAJA
98,42,49.29,'ALIMENTOS',JUNIO,3,false,ALTA
82,96,60.77,'ALIMENTOS',FEBRERO,7,true,ALTA
68,22,74.05,'MODA',JUNIO,8,false,MEDIA
108,42,104.65,'DEPORTES',DICIEMBRE,10,true,BAJA
142,1,58.46,'MODA',MAYO,8,true,ALTA
83,6,116.39,'HOGAR',MAYO,0,false,ALTA
72,18,132.77,'MODA',JULIO,0,true,MEDIA
77,15,5.3,'MODA',DICIEMBRE,1,false,ALTA
133,88,145.76,'DEPORTES',JUNIO,8,false,ALTA
79,21,70.43,'ELECTRONICA',MAYO,4,true,ALTA
106,76,71.12,'ELECTRONICA',DICIEMBRE,5,false,ALTA
0,83,62.09,'ALIMENTOS',DICIEMBRE,3,false,BAJA
62,10,16.96,'MODA',MARZO,7,false,MEDIA
57,89,82.19,'ALIMENTOS',SEPTIEMBRE,0,true,MEDIA
76,36,33.6,'ELECTRONICA',NOVIEMBRE,2,false,ALTA
142,40,139.26,'MODA',MARZO,5,true,ALTA
3,34,35.94,'ELECTRONICA',OCTUBRE,3,true,BAJA
27,90,63.28,'HOGAR',OCTUBRE,8,false,BAJA
2,74,109.39,'DEPORTES',NOVIEMBRE,3,true,BAJA
124,26,9.02,'DEPORTES',SEPTIEMBRE,7,false,ALTA
132,45,77.79,'ALIMENTOS',MARZO,8,false,ALTA
117,39,52.12,'ALIMENTOS',FEBRERO,8,false,ALTA
41,14,85.02,'DEPORTES',JULIO,7,false,MEDIA
15,16,20.17,'ELECTRONICA',FEBRERO,1,false,BAJA
18,31,136.52,'DEPORTES',ABRIL,3,true,BAJA
51,90,61.39,'ALIMENTOS',OCTUBRE,8,false,MEDIA
52,34,21.87,'HOGAR',ENERO,6,true,MEDIA
24,97,61.7,'DEPORTES',ABRIL,6,true,BAJA
98,82,80.83,'DEPORTES',OCTUBRE,1,true,ALTA
70,7,1.28,'HOGAR',SEPTIEMBRE,10,true,MEDIA
148,88,99.41,'ELECTRONICA',SEPTIEMBRE,7,true,ALTA
145,57,85.21,'ALIMENTOS',NOVIEMBRE,10,false,ALTA
50,33,64.29,'DEPORTES',AGOSTO,9,false,MEDIA
7,96,9.06,'DEPORTES',MAYO,1,false,MEDIA
8,12,119.5,'ALIMENTOS',DICIEMBRE,4,true,BAJA
73,40,147.57,'MODA',MAYO,5,true,MEDIA
114,36,14.7,'HOGAR',AGOSTO,6,true,ALTA
149,97,16.0,'ALIMENTOS',SEPTIEMBRE,0,false,ALTA
135,86,4.98,'ELECTRONICA',NOVIEMBRE,1,true,BAJA
38,97,100.12,'HOGAR',ABRIL,4,false,MEDIA
2,15,134.61,'DEPORTES',ENERO,6,false,BAJA
53,56,56.82,'DEPORTES',ENERO,7,true,MEDIA
11,69,52.53,'DEPORTES',OCTUBRE,2,false,BAJA
94,6,20.91,'MODA',AGOSTO,5,true,ALTA
65,48,8.6,'ELECTRONICA',JUNIO,10,false,MEDIA
147,17,115.75,'ELECTRONICA',SEPTIEMBRE,3,false,ALTA
97,48,24.01,'ELECTRONICA',ABRIL,10,false,ALTA
121,59,41.91,'ALIMENTOS',AGOSTO,7,false,ALTA
73,21,90.75,'DEPORTES',AGOSTO,3,false,MEDIA
145,100,10.2,'HOGAR',OCTUBRE,10,false,ALTA
110,99,109.76,'ALIMENTOS',DICIEMBRE,4,true,ALTA
100,90,24.12,'ELECTRONICA',AGOSTO,8,false,ALTA
58,60,69.77,'MODA',MAYO,2,true,MEDIA
107,35,51.62,'DEPORTES',OCTUBRE,1,true,ALTA
103,70,63.96,'DEPORTES',NOVIEMBRE,1,false,ALTA
66,85,55.28,'ELECTRONICA',OCTUBRE,8,true,BAJA
142,90,143.42,'HOGAR',SEPTIEMBRE,10,true,ALTA
67,37,71.09,'HOGAR',JULIO,4,true,MEDIA
130,59,27.64,'ELECTRONICA',ABRIL,8,true,ALTA
129,71,145.58,'MODA',OCTUBRE,0,false,ALTA
140,88,136.95,'ALIMENTOS',NOVIEMBRE,0,true,ALTA
128,66,66.63,'ELECTRONICA',DICIEMBRE,1,false,ALTA
38,86,66.68,'ALIMENTOS',JULIO,3,false,ALTA
121,35,51.67,'MODA',AGOSTO,4,true,ALTA
105,42,72.11,'MODA',AGOSTO,2,false,ALTA
103,85,36.54,'ALIMENTOS',JUNIO,9,true,ALTA
110,100,33.74,'ELECTRONICA',ABRIL,1,false,ALTA
110,80,77.44,'HOGAR',OCTUBRE,3,true,ALTA
84,26,55.76,'HOGAR',MARZO,0,false,ALTA
20,18,132.37,'ELECTRONICA',ABRIL,8,false,BAJA
43,55,97.25,'DEPORTES',DICIEMBRE,1,true,MEDIA
97,76,29.29,'MODA',SEPTIEMBRE,6,false,ALTA
16,61,44.4,'HOGAR',JULIO,1,true,BAJA
99,65,35.86,'ELECTRONICA',JUNIO,6,true,ALTA
113,2,36.77,'ELECTRONICA',FEBRERO,0,true,ALTA
57,100,134.78,'DEPORTES',NOVIEMBRE,1,true,ALTA
21,28,42.29,'MODA',MARZO,3,true,BAJA
116,59,37.44,'ELECTRONICA',AGOSTO,7,true,ALTA
64,72,52.17,'ALIMENTOS',NOVIEMBRE,8,true,MEDIA
84,47,24.57,'ALIMENTOS',AGOSTO,3,true,ALTA
121,52,83.65,'DEPORTES',JUNIO,3,false,ALTA
25,8,98.34,'ALIMENTOS',JUNIO,4,false,BAJA
81,59,107.88,'ELECTRONICA',FEBRERO,10,false,ALTA
77,23,110.59,'DEPORTES',SEPTIEMBRE,3,false,ALTA
32,16,146.53,'ELECTRONICA',NOVIEMBRE,1,true,MEDIA
107,98,93.06,'ELECTRONICA',ABRIL,9,false,ALTA
6,16,91.76,'DEPORTES',DICIEMBRE,9,true,BAJA
8,76,134.34,'HOGAR',MAYO,10,true,BAJA
86,66,83.96,'ELECTRONICA',ABRIL,4,true,ALTA
143,72,126.89,'MODA',FEBRERO,6,true,ALTA
54,17,129.94,'HOGAR',JULIO,1,true,MEDIA
40,2,42.56,'MODA',OCTUBRE,9,false,MEDIA
98,21,126.78,'HOGAR',OCTUBRE,6,false,ALTA
51,45,86.61,'MODA',MAYO,10,true,MEDIA
115,48,15.88,'MODA',OCTUBRE,2,true,MEDIA
32,18,115.89,'HOGAR',FEBRERO,8,true,MEDIA
84,32,78.2,'MODA',AGOSTO,10,false,ALTA
35,45,141.7,'HOGAR',ENERO,8,true,MEDIA
122,24,50.9,'HOGAR',ABRIL,4,true,ALTA
23,91,130.19,'DEPORTES',ENERO,6,false,BAJA
69,76,83.56,'ALIMENTOS',MAYO,0,true,MEDIA
24,28,34.67,'ELECTRONICA',ABRIL,9,false,MEDIA
8,13,118.1,'HOGAR',JUNIO,5,false,BAJA
118,69,48.55,'ALIMENTOS',JULIO,9,false,ALTA
79,76,93.47,'DEPORTES',ABRIL,5,false,ALTA
122,41,143.3,'MODA',ENERO,7,false,ALTA
109,83,144.65,'HOGAR',OCTUBRE,9,false,ALTA
77,42,121.53,'ELECTRONICA',DICIEMBRE,0,false,ALTA
99,9,85.55,'HOGAR',MARZO,9,false,ALTA
122,48,33.68,'DEPORTES',SEPTIEMBRE,3,true,ALTA
7,41,13.78,'ALIMENTOS',OCTUBRE,8,false,BAJA
53,79,23.14,'ALIMENTOS',MAYO,8,false,MEDIA
51,92,137.61,'HOGAR',NOVIEMBRE,4,false,MEDIA
125,55,27.7,'DEPORTES',OCTUBRE,9,true,ALTA
80,47,91.45,'MODA',MAYO,0,false,ALTA
70,14,84.69,'ALIMENTOS',DICIEMBRE,3,false,MEDIA
69,0,97.55,'DEPORTES',MARZO,9,false,MEDIA
36,20,69.59,'DEPORTES',MAYO,8,true,MEDIA
23,65,32.87,'ELECTRONICA',DICIEMBRE,4,true,BAJA
6,3,109.1,'MODA',JULIO,0,true,BAJA
110,72,144.94,'DEPORTES',FEBRERO,7,false,ALTA
113,32,32.01,'ALIMENTOS',MAYO,1,false,ALTA
145,1,42.59,'DEPORTES',JUNIO,10,false,ALTA
47,34,100.29,'MODA',AGOSTO,8,false,MEDIA
117,74,73.41,'ELECTRONICA',MARZO,9,false,ALTA
84,83,104.01,'MODA',MAYO,5,true,ALTA
118,98,78.39,'ELECTRONICA',JUNIO,6,false,ALTA
9,13,5.93,'ALIMENTOS',AGOSTO,0,true,BAJA
5,53,89.47,'HOGAR',JUNIO,6,false,BAJA
14,62,13.2,'HOGAR',JULIO,9,true,BAJA
113,12,52.02,'MODA',MARZO,0,true,ALTA
15,61,87.95,'HOGAR',OCTUBRE,0,false,BAJA
134,1,51.51,'DEPORTES',DICIEMBRE,6,true,BAJA
53,45,88.22,'MODA',NOVIEMBRE,8,false,MEDIA
16,69,127.91,'DEPORTES',AGOSTO,9,true,ALTA
72,59,140.86,'ELECTRONICA',FEBRERO,2,true,MEDIA
12,34,136.25,'DEPORTES',ABRIL,4,false,MEDIA
69,97,124.04,'DEPORTES',FEBRERO,4,true,MEDIA
78,88,95.83,'ELECTRONICA',SEPTIEMBRE,10,true,ALTA
92,44,9.54,'DEPORTES',MAYO,0,false,ALTA
29,38,121.39,'MODA',JULIO,1,false,BAJA
75,37,81.6,'ELECTRONICA',NOVIEMBRE,6,true,BAJA
10,33,13.11,'MODA',FEBRERO,9,false,BAJA
119,76,149.98,'ELECTRONICA',ABRIL,2,true,MEDIA
70,34,4.4,'MODA',SEPTIEMBRE,5,false,MEDIA
141,58,65.12,'ELECTRONICA',ABRIL,3,true,ALTA
148,58,17.31,'MODA',DICIEMBRE,1,false,ALTA
37,68,89.1,'ELECTRONICA',AGOSTO,5,true,MEDIA
132,21,129.41,'ELECTRONICA',OCTUBRE,6,false,ALTA
42,98,113.84,'HOGAR',MARZO,1,true,MEDIA
93,48,56.62,'ELECTRONICA',SEPTIEMBRE,2,true,ALTA
63,31,80.17,'ALIMENTOS',FEBRERO,8,true,BAJA
12,48,127.92,'HOGAR',AGOSTO,10,false,BAJA
40,50,134.32,'DEPORTES',ENERO,7,false,MEDIA
53,75,50.86,'ALIMENTOS',DICIEMBRE,4,false,BAJA
74,51,3.43,'HOGAR',MAYO,0,true,BAJA
130,20,108.72,'HOGAR',OCTUBRE,8,true,ALTA
48,17,141.71,'MODA',ABRIL,6,true,MEDIA
129,33,24.36,'MODA',JULIO,1,true,ALTA
33,31,91.19,'DEPORTES',MARZO,1,false,MEDIA
0,12,87.89,'DEPORTES',JULIO,10,true,BAJA
57,53,6.89,'ELECTRONICA',OCTUBRE,1,true,ALTA
141,71,15.84,'HOGAR',JUNIO,2,false,ALTA
126,67,37.13,'HOGAR',ENERO,8,true,ALTA
121,24,25.21,'DEPORTES',JULIO,0,false,ALTA
99,22,4.35,'MODA',OCTUBRE,0,false,ALTA
80,35,111.47,'MODA',SEPTIEMBRE,2,false,ALTA
15,59,140.9,'HOGAR',JULIO,10,false,BAJA
4,51,43.5,'MODA',ENERO,9,true,BAJA
37,8,121.79,'ELECTRONICA',JULIO,6,true,MEDIA
63,60,143.29,'ALIMENTOS',OCTUBRE,10,false,MEDIA
120,31,34.52,'ALIMENTOS',AGOSTO,7,true,ALTA
79,8,15.32,'ALIMENTOS',ABRIL,6,false,ALTA
118,70,128.66,'DEPORTES',MARZO,6,false,ALTA
11,19,127.85,'ALIMENTOS',MARZO,5,false,BAJA
9,44,120.14,'ELECTRONICA',OCTUBRE,5,true,BAJA
13,28,17.58,'ALIMENTOS',NOVIEMBRE,1,true,BAJA
134,67,67.55,'MODA',JULIO,6,true,ALTA
90,91,15.4,'DEPORTES',DICIEMBRE,8,true,ALTA
90,49,116.57,'ALIMENTOS',OCTUBRE,10,false,BAJA
15,33,66.88,'MODA',SEPTIEMBRE,3,false,BAJA
48,87,61.15,'ELECTRONICA',SEPTIEMBRE,4,true,MEDIA
80,47,65.38,'MODA',MARZO,4,false,BAJA
17,13,59.9,'HOGAR',MARZO,8,true,BAJA
6,94,101.73,'DEPORTES',JUNIO,2,true,BAJA
141,23,21.61,'DEPORTES',ENERO,10,true,ALTA
79,24,134.17,'MODA',FEBRERO,8,false,ALTA
11,14,132.85,'HOGAR',DICIEMBRE,10,false,BAJA
145,12,78.53,'ELECTRONICA',MARZO,3,true,ALTA
36,55,30.97,'DEPORTES',JUNIO,0,false,MEDIA
108,21,124.67,'MODA',AGOSTO,7,true,ALTA
112,12,107.99,'MODA',JUNIO,7,true,ALTA
99,7,65.48,'HOGAR',OCTUBRE,6,false,ALTA
108,20,76.41,'ELECTRONICA',SEPTIEMBRE,3,false,ALTA
31,46,76.34,'ALIMENTOS',JULIO,4,true,MEDIA
46,92,20.56,'MODA',JULIO,7,true,ALTA
120,89,76.24,'HOGAR',DICIEMBRE,2,false,ALTA
147,63,148.06,'HOGAR',JULIO,3,true,MEDIA
148,49,8.14,'DEPORTES',ENERO,1,false,ALTA
98,99,89.86,'MODA',AGOSTO,6,true,ALTA
82,12,114.41,'ELECTRONICA',NOVIEMBRE,6,true,ALTA
140,61,76.12,'ALIMENTOS',OCTUBRE,2,true,MEDIA
136,40,43.3,'DEPORTES',FEBRERO,5,true,ALTA
72,44,55.5,'DEPORTES',NOVIEMBRE,9,false,MEDIA
135,46,105.75,'HOGAR',SEPTIEMBRE,3,true,ALTA
43,20,24.33,'ELECTRONICA',OCTUBRE,3,false,MEDIA
149,7,107.31,'HOGAR',MAYO,2,true,ALTA
73,74,49.49,'HOGAR',OCTUBRE,7,true,BAJA
112,81,46.63,'ELECTRONICA',NOVIEMBRE,8,true,ALTA
36,23,83.57,'ELECTRONICA',NOVIEMBRE,6,true,MEDIA
49,19,51.93,'HOGAR',ENERO,1,true,MEDIA
45,30,22.47,'HOGAR',MARZO,10,true,ALTA
134,9,137.83,'ELECTRONICA',AGOSTO,10,true,ALTA
29,98,142.37,'DEPORTES',AGOSTO,7,false,BAJA
32,3,61.97,'ELECTRONICA',MARZO,6,false,MEDIA
28,23,147.41,'MODA',MARZO,10,false,BAJA
24,13,80.83,'MODA',JUNIO,6,true,BAJA
141,18,43.38,'ALIMENTOS',DICIEMBRE,8,true,ALTA
86,30,120.64,'DEPORTES',JULIO,9,true,ALTA
118,23,74.23,'DEPORTES',AGOSTO,3,false,MEDIA
92,5,21.64,'DEPORTES',JULIO,1,true,ALTA
123,26,98.48,'ELECTRONICA',DICIEMBRE,1,true,ALTA
137,47,72.84,'MODA',ENERO,6,false,ALTA
92,36,65.52,'ELECTRONICA',MARZO,0,false,ALTA
73,74,133.21,'DEPORTES',ENERO,1,true,MEDIA
108,68,32.76,'ALIMENTOS',MAYO,1,false,ALTA
4,19,6.75,'ALIMENTOS',AGOSTO,6,true,BAJA
113,10,4.58,'ELECTRONICA',ENERO,8,true,ALTA
8,80,60.59,'DEPORTES',OCTUBRE,2,true,BAJA
3,88,148.82,'ELECTRONICA',JUNIO,0,false,BAJA
51,95,85.77,'ALIMENTOS',MARZO,7,false,ALTA
134,86,14.97,'ELECTRONICA',MARZO,1,true,BAJA
126,68,37.8,'MODA',AGOSTO,1,false,ALTA
108,86,58.81,'ALIMENTOS',MARZO,0,true,ALTA
119,31,88.87,'HOGAR',ABRIL,6,false,ALTA
36,1,39.55,'DEPORTES',JULIO,9,false,MEDIA
16,0,120.39,'MODA',OCTUBRE,4,false,BAJA
26,34,122.45,'ALIMENTOS',AGOSTO,10,false,BAJA
80,79,118.86,'MODA',ABRIL,5,false,ALTA
26,99,99.7,'ELECTRONICA',AGOSTO,2,false,BAJA
14,3,117.56,'ALIMENTOS',ENERO,10,true,BAJA
84,97,35.19,'MODA',NOVIEMBRE,6,false,ALTA
12,100,132.12,'DEPORTES',FEBRERO,6,true,BAJA
24,13,65.21,'ELECTRONICA',AGOSTO,0,false,BAJA
34,14,99.36,'ALIMENTOS',JUNIO,1,true,MEDIA
70,29,81.54,'ELECTRONICA',JUNIO,3,false,ALTA
130,53,13.89,'HOGAR',ABRIL,0,true,MEDIA
32,76,91.67,'HOGAR',DICIEMBRE,4,true,MEDIA
102,46,85.51,'ALIMENTOS',SEPTIEMBRE,7,false,MEDIA
44,59,24.67,'MODA',JUNIO,4,false,MEDIA
33,90,123.84,'ELECTRONICA',ENERO,1,true,MEDIA
29,62,21.6,'DEPORTES',ENERO,2,true,ALTA
110,62,128.89,'HOGAR',JUNIO,1,false,ALTA
11,45,144.71,'MODA',SEPTIEMBRE,8,true,BAJA
25,94,82.54,'HOGAR',NOVIEMBRE,3,false,BAJA
106,40,130.04,'HOGAR',SEPTIEMBRE,5,false,MEDIA
99,21,78.74,'MODA',ENERO,9,false,ALTA
132,86,50.1,'ALIMENTOS',MAYO,3,true,ALTA
60,98,5.27,'MODA',OCTUBRE,10,false,MEDIA
54,24,106.27,'MODA',ENERO,2,false,MEDIA
48,48,140.36,'ALIMENTOS',ENERO,7,false,MEDIA
79,11,40.73,'HOGAR',DICIEMBRE,4,false,ALTA
49,53,61.22,'DEPORTES',NOVIEMBRE,0,true,MEDIA
29,30,32.5,'MODA',ENERO,1,true,BAJA
136,97,59.49,'ELECTRONICA',ABRIL,3,true,MEDIA
129,36,80.41,'ALIMENTOS',SEPTIEMBRE,7,false,ALTA
132,7,124.52,'ALIMENTOS',SEPTIEMBRE,8,false,ALTA
91,82,119.97,'DEPORTES',ABRIL,2,false,ALTA
29,73,17.1,'ALIMENTOS',JUNIO,9,false,BAJA
120,63,62.88,'ALIMENTOS',ENERO,8,true,ALTA
16,71,28.06,'ELECTRONICA',MARZO,1,true,BAJA
105,28,116.9,'ELECTRONICA',ABRIL,3,false,BAJA
59,3,21.45,'DEPORTES',DICIEMBRE,10,false,MEDIA
17,3,32.64,'HOGAR',SEPTIEMBRE,10,true,BAJA
49,94,144.81,'HOGAR',MARZO,2,false,ALTA
67,19,38.02,'ELECTRONICA',ENERO,9,false,MEDIA
101,86,19.05,'MODA',JUNIO,2,false,ALTA
0,38,137.86,'DEPORTES',ENERO,6,false,BAJA
113,33,37.17,'DEPORTES',MAYO,2,true,ALTA
108,71,102.45,'DEPORTES',DICIEMBRE,0,true,ALTA
99,71,3.21,'ALIMENTOS',JUNIO,0,false,ALTA
37,36,140.19,'DEPORTES',JUNIO,0,true,MEDIA
15,90,116.92,'DEPORTES',ENERO,3,true,BAJA
121,54,75.68,'MODA',DICIEMBRE,6,false,MEDIA
130,7,63.9,'HOGAR',NOVIEMBRE,5,true,ALTA
35,13,21.33,'MODA',ENERO,6,true,MEDIA
43,42,125.14,'HOGAR',MARZO,0,true,MEDIA
82,64,98.58,'ALIMENTOS',JUNIO,6,false,ALTA
55,63,101.63,'ELECTRONICA',MARZO,5,false,MEDIA
60,27,131.09,'MODA',JULIO,7,true,MEDIA
119,9,142.06,'DEPORTES',AGOSTO,4,false,ALTA
9,10,68.17,'ELECTRONICA',OCTUBRE,2,true,BAJA
131,29,147.94,'HOGAR',AGOSTO,8,true,ALTA
124,95,129.33,'ELECTRONICA',MARZO,9,true,ALTA
20,61,118.95,'ALIMENTOS',SEPTIEMBRE,2,false,BAJA
8,43,40.68,'MODA',DICIEMBRE,8,true,BAJA
141,34,37.9,'HOGAR',JULIO,9,true,ALTA
45,84,76.48,'ELECTRONICA',JUNIO,8,true,MEDIA
31,64,68.07,'DEPORTES',DICIEMBRE,3,true,MEDIA
83,4,72.76,'DEPORTES',AGOSTO,10,true,MEDIA
37,60,128.34,'ALIMENTOS',OCTUBRE,3,false,MEDIA
72,64,53.67,'DEPORTES',ENERO,2,true,MEDIA
0,90,79.33,'DEPORTES',JUNIO,8,true,BAJA
100,92,15.63,'HOGAR',MARZO,2,true,ALTA
0,84,32.12,'DEPORTES',JUNIO,1,false,BAJA
85,51,84.16,'DEPORTES',ABRIL,3,false,BAJA
134,92,53.36,'MODA',AGOSTO,6,false,ALTA
6,96,9.29,'ELECTRONICA',FEBRERO,8,false,BAJA
80,55,79.21,'MODA',MAYO,0,false,ALTA
146,22,135.57,'MODA',JULIO,8,true,ALTA
